Customer_No,Prediction,Probability_Prediction
115500,0,0.1
115501,0,0.2
115502,0,0.13
115503,0,0.14
115504,0,0.15
115505,0,0.11
115506,0,0.09
115507,0,0.08
115508,0,0.08
115509,0,0.14
115510,0,0.11
115511,0,0.1
115512,0,0.17
115513,0,0.09
115514,0,0.32
115515,0,0.16
115516,0,0.11
115517,0,0.34
115518,0,0.15
115519,0,0.13
115520,0,0.09
115521,0,0.03
115522,0,0.1
115523,0,0.11
115524,0,0.16
115525,0,0.1
115526,0,0.11
115527,0,0.16
115528,0,0.08
115529,0,0.03
115530,0,0.09
115531,0,0.15
115532,0,0.09
115533,0,0.08
115534,0,0.04
115535,0,0.19
115536,0,0.08
115537,0,0.02
115538,0,0.2
115539,0,0.02
115540,0,0.09
115541,0,0.1
115542,0,0.1
115543,0,0.08
115544,0,0.08
115545,0,0.1
115546,0,0.14
115547,0,0.14
115548,0,0.15
115549,0,0.18
115550,0,0.16
115551,0,0.32
115552,0,0.11
115553,0,0.08
115554,0,0.45
115555,0,0.1
115556,0,0.1
115557,0,0.07
115558,0,0.11
115559,0,0.12
115560,0,0.09
115561,0,0.11
115562,0,0.18
115563,0,0.09
115564,0,0.12
115565,0,0.1
115566,0,0.26
115567,0,0.22
115568,0,0.11
115569,0,0.1
115570,0,0.14
115571,0,0.11
115572,0,0.1
115573,0,0.11
115574,0,0.09
115575,0,0.11
115576,0,0.3
115577,0,0.11
115578,0,0.08
115579,0,0.1
115580,0,0.16
115581,0,0.08
115582,0,0.12
115583,0,0.14
115584,0,0.05
115585,0,0.07
115586,0,0.1
115587,0,0.09
115588,0,0.27
115589,0,0.1
115590,0,0.09
115591,0,0.29
115592,0,0.02
115593,0,0.16
115594,0,0.18
115595,0,0.14
115596,0,0.1
115597,0,0.11
115598,0,0.09
115599,0,0.13
115600,0,0.12
115601,0,0.1
115602,0,0.08
115603,0,0.1
115604,0,0.12
115605,0,0.21
115606,0,0.09
115607,0,0.17
115608,0,0.11
115609,0,0.06
115610,0,0.06
115611,0,0.14
115612,0,0.08
115613,0,0.29
115614,0,0.11
115615,0,0.12
115616,0,0.1
115617,0,0.1
115618,0,0.09
115619,0,0.09
115620,0,0.09
115621,0,0.08
115622,0,0.12
115623,0,0.13
115624,0,0.15
115625,0,0.24
115626,0,0.08
115627,0,0.17
115628,0,0.22
115629,0,0.24
115630,0,0.13
115631,0,0.11
115632,0,0.12
115633,0,0.25
115634,0,0.19
115635,0,0.21
115636,0,0.17
115637,0,0.11
115638,0,0.42
115639,0,0.1
115640,0,0.09
115641,0,0.1
115642,0,0.09
115643,0,0.09
115644,0,0.14
115645,0,0.12
115646,0,0.1
115647,0,0.33
115648,0,0.06
115649,0,0.11
115650,0,0.11
115651,0,0.08
115652,0,0.11
115653,0,0.05
115654,0,0.02
115655,0,0.1
115656,1,0.5
115657,0,0.04
115658,0,0.12
115659,0,0.09
115660,0,0.29
115661,0,0.16
115662,0,0.4
115663,0,0.17
115664,0,0.32
115665,0,0.12
115666,0,0.12
115667,0,0.12
115668,0,0.24
115669,0,0.16
115670,0,0.24
115671,0,0.13
115672,0,0.11
115673,0,0.13
115674,0,0.1
115675,0,0.01
115676,0,0.15
115677,0,0.02
115678,0,0.09
115679,0,0.11
115680,0,0.12
115681,0,0.1
115682,0,0.11
115683,0,0.11
115684,0,0.17
115685,0,0.18
115686,0,0.09
115687,0,0.14
115688,0,0.14
115689,0,0.1
115690,0,0.11
115691,0,0.07
115692,0,0.1
115693,0,0.12
115694,0,0.19
115695,0,0.11
115696,0,0.11
115697,0,0.18
115698,0,0.22
115699,0,0.33
115700,0,0.11
115701,0,0.11
115702,0,0.15
115703,0,0.13
115704,0,0.14
115705,0,0.12
115706,0,0.07
115707,0,0.1
115708,0,0.11
115709,0,0.11
115710,0,0.17
115711,0,0.12
115712,0,0.1
115713,0,0.09
115714,0,0.13
115715,0,0.13
115716,0,0.02
115717,0,0.22
115718,0,0.16
115719,0,0.1
115720,0,0.06
115721,0,0.21
115722,0,0.1
115723,1,0.56
115724,0,0.15
115725,0,0.36
115726,0,0.12
115727,0,0.1
115728,0,0.09
115729,0,0.09
115730,0,0.22
115731,0,0.31
115732,0,0.12
115733,0,0.11
115734,0,0.04
115735,0,0.14
115736,0,0.2
115737,0,0.1
115738,0,0.03
115739,0,0.11
115740,0,0.12
115741,0,0.09
115742,0,0.11
115743,0,0.09
115744,0,0.12
115745,0,0.28
115746,0,0.1
115747,0,0.1
115748,0,0.25
115749,0,0.1
115750,0,0.09
115751,0,0.11
115752,0,0.1
115753,0,0.12
115754,0,0.11
115755,0,0.23
115756,0,0.11
115757,0,0.06
115758,0,0.03
115759,0,0.12
115760,0,0.08
115761,0,0.29
115762,0,0.07
115763,0,0.38
115764,0,0.1
115765,0,0.1
115766,0,0.1
115767,0,0.11
115768,0,0.08
115769,0,0.1
115770,0,0.28
115771,0,0.1
115772,0,0.08
115773,0,0.03
115774,0,0.11
115775,0,0.1
115776,0,0.07
115777,0,0.08
115778,0,0.11
115779,0,0.06
115780,0,0.11
115781,0,0.17
115782,0,0.16
115783,0,0.11
115784,0,0.1
115785,0,0.3
115786,0,0.11
115787,0,0.09
115788,0,0.1
115789,0,0.24
115790,0,0.04
115791,0,0.11
115792,0,0.18
115793,0,0.11
115794,0,0.12
115795,0,0.02
115796,0,0.1
115797,0,0.16
115798,0,0.09
115799,0,0.1
115800,0,0.1
115801,0,0.46
115802,0,0.09
115803,0,0.1
115804,0,0.09
115805,0,0.25
115806,0,0.15
115807,0,0.12
115808,0,0.08
115809,0,0.04
115810,0,0.09
115811,0,0.09
115812,0,0.11
115813,0,0.1
115814,0,0.07
115815,0,0.15
115816,0,0.1
115817,0,0.12
115818,0,0.08
115819,0,0.1
115820,0,0.1
115821,0,0.09
115822,0,0.12
115823,0,0.1
115824,0,0.3
115825,0,0.05
115826,0,0.1
115827,0,0.17
115828,0,0.1
115829,0,0.18
115830,0,0.11
115831,0,0.09
115832,0,0.11
115833,0,0.09
115834,0,0.1
115835,0,0.31
115836,0,0.14
115837,0,0.1
115838,0,0.12
115839,0,0.14
115840,0,0.11
115841,0,0.03
115842,0,0.19
115843,0,0.12
115844,0,0.09
115845,0,0.32
115846,0,0.08
115847,0,0.18
115848,0,0.14
115849,0,0.09
115850,0,0.16
115851,0,0.08
115852,0,0.04
115853,0,0.08
115854,0,0.22
115855,0,0.13
115856,0,0.11
115857,0,0.28
115858,0,0.29
115859,0,0.1
115860,0,0.19
115861,0,0.1
115862,0,0.2
115863,0,0.1
115864,0,0.13
115865,0,0.11
115866,0,0.11
115867,0,0.26
115868,0,0.1
115869,0,0.11
115870,0,0.1
115871,0,0.12
115872,0,0.12
115873,0,0.38
115874,0,0.1
115875,0,0.22
115876,0,0.07
115877,0,0.11
115878,0,0.09
115879,0,0.04
115880,0,0.13
115881,0,0.11
115882,0,0.12
115883,0,0.08
115884,0,0.12
115885,0,0.13
115886,0,0.1
115887,0,0.13
115888,0,0.11
115889,0,0.16
115890,0,0.11
115891,0,0.39
115892,0,0.34
115893,0,0.43
115894,0,0.09
115895,0,0.35
115896,0,0.14
115897,0,0.1
115898,0,0.16
115899,0,0.1
115900,0,0.09
115901,0,0.1
115902,0,0.1
115903,0,0.21
115904,0,0.13
115905,0,0.1
115906,0,0.28
115907,0,0.25
115908,0,0.04
115909,0,0.13
115910,0,0.15
115911,0,0.19
115912,0,0.18
115913,0,0.03
115914,0,0.07
115915,0,0.09
115916,0,0.1
115917,0,0.2
115918,0,0.07
115919,0,0.1
115920,0,0.2
115921,0,0.33
115922,0,0.11
115923,0,0.34
115924,0,0.14
115925,0,0.21
115926,0,0.09
115927,0,0.1
115928,0,0.09
115929,0,0.1
115930,0,0.11
115931,0,0.09
115932,0,0.1
115933,0,0.05
115934,0,0.15
115935,0,0.09
115936,0,0.12
115937,0,0.11
115938,0,0.06
115939,0,0.3
115940,0,0.2
115941,0,0.09
115942,0,0.09
115943,0,0.15
115944,0,0.06
115945,0,0.24
115946,0,0.2
115947,0,0.33
115948,0,0.06
115949,0,0.11
115950,0,0.05
115951,0,0.13
115952,0,0.11
115953,0,0.07
115954,0,0.11
115955,0,0.11
115956,0,0.22
115957,0,0.09
115958,0,0.15
115959,0,0.09
115960,0,0.23
115961,0,0.1
115962,0,0.1
115963,0,0.1
115964,0,0.2
115965,0,0.3
115966,0,0.24
115967,0,0.04
115968,0,0.1
115969,0,0.11
115970,0,0.08
115971,0,0.16
115972,1,0.51
115973,0,0.16
115974,0,0.19
115975,0,0.13
115976,0,0.03
115977,0,0.11
115978,0,0.1
115979,0,0.1
115980,0,0.1
115981,0,0.1
115982,0,0.12
115983,0,0.1
115984,0,0.09
115985,0,0.02
115986,0,0.06
115987,0,0.46
115988,0,0.08
115989,0,0.13
115990,0,0.09
115991,0,0.1
115992,0,0.19
115993,0,0.05
115994,0,0.11
115995,0,0.11
115996,0,0.09
115997,0,0.11
115998,0,0.11
115999,0,0.1
116000,0,0.09
116001,0,0.22
116002,0,0.13
116003,0,0.1
116004,0,0.14
116005,1,0.54
116006,0,0.13
116007,0,0.08
116008,0,0.23
116009,0,0.15
116010,0,0.06
116011,0,0.14
116012,0,0.16
116013,0,0.07
116014,0,0.11
116015,0,0.21
116016,0,0.04
116017,0,0.1
116018,0,0.11
116019,0,0.09
116020,0,0.14
116021,0,0.09
116022,0,0.12
116023,0,0.12
116024,0,0.19
116025,0,0.26
116026,0,0.1
116027,0,0.07
116028,0,0.39
116029,0,0.34
116030,0,0.1
116031,0,0.14
116032,0,0.05
116033,0,0.12
116034,0,0.21
116035,0,0.17
116036,0,0.31
116037,0,0.22
116038,0,0.18
116039,0,0.09
116040,0,0.14
116041,0,0.12
116042,0,0.06
116043,0,0.08
116044,0,0.09
116045,0,0.1
116046,0,0.1
116047,0,0.14
116048,0,0.09
116049,0,0.15
116050,0,0.13
116051,0,0.1
116052,1,0.53
116053,0,0.05
116054,0,0.1
116055,0,0.1
116056,0,0.09
116057,1,0.51
116058,0,0.08
116059,0,0.32
116060,0,0.22
116061,0,0.1
116062,0,0.16
116063,0,0.16
116064,0,0.09
116065,0,0.12
116066,0,0.1
116067,0,0.09
116068,0,0.1
116069,0,0.12
116070,0,0.11
116071,0,0.1
116072,0,0.11
116073,0,0.17
116074,0,0.11
116075,0,0.11
116076,0,0.11
116077,0,0.02
116078,0,0.12
116079,0,0.08
116080,0,0.08
116081,0,0.26
116082,0,0.1
116083,0,0.08
116084,0,0.09
116085,0,0.11
116086,0,0.1
116087,0,0.2
116088,0,0.05
116089,0,0.02
116090,0,0.19
116091,0,0.14
116092,0,0.16
116093,0,0.1
116094,0,0.32
116095,0,0.11
116096,0,0.1
116097,0,0.09
116098,0,0.09
116099,0,0.13
116100,0,0.06
116101,0,0.08
116102,0,0.06
116103,0,0.09
116104,0,0.08
116105,0,0.18
116106,0,0.2
116107,0,0.33
116108,0,0.1
116109,0,0.06
116110,0,0.14
116111,0,0.1
116112,0,0.09
116113,0,0.33
116114,0,0.1
116115,0,0.09
116116,0,0.02
116117,0,0.1
116118,0,0.03
116119,0,0.09
116120,0,0.17
116121,0,0.03
116122,0,0.21
116123,0,0.09
116124,0,0.33
116125,0,0.36
116126,0,0.13
116127,0,0.19
116128,0,0.1
116129,0,0.19
116130,0,0.1
116131,0,0.25
116132,1,0.5
116133,0,0.32
116134,0,0.1
116135,0,0.11
116136,0,0.1
116137,0,0.11
116138,0,0.18
116139,0,0.07
116140,0,0.11
116141,0,0.2
116142,0,0.13
116143,0,0.23
116144,0,0.09
116145,0,0.17
116146,0,0.11
116147,0,0.13
116148,0,0.11
116149,0,0.11
116150,0,0.03
116151,0,0.18
116152,0,0.11
116153,0,0.01
116154,0,0.11
116155,0,0.09
116156,0,0.1
116157,0,0.06
116158,0,0.11
116159,0,0.08
116160,0,0.33
116161,0,0.1
116162,0,0.15
116163,0,0.11
116164,0,0.09
116165,0,0.09
116166,0,0.05
116167,0,0.1
116168,0,0.16
116169,0,0.29
116170,0,0.12
116171,0,0.14
116172,0,0.11
116173,0,0.3
116174,0,0.08
116175,0,0.29
116176,0,0.09
116177,0,0.13
116178,0,0.08
116179,0,0.13
116180,0,0.09
116181,0,0.04
116182,0,0.15
116183,0,0.15
116184,0,0.16
116185,0,0.2
116186,0,0.11
116187,0,0.1
116188,0,0.21
116189,0,0.16
116190,0,0.11
116191,0,0.08
116192,0,0.09
116193,0,0.14
116194,0,0.09
116195,0,0.1
116196,0,0.1
116197,0,0.21
116198,0,0.1
116199,0,0.15
116200,0,0.05
116201,0,0.09
116202,0,0.08
116203,0,0.1
116204,0,0.11
116205,0,0.28
116206,0,0.12
116207,0,0.09
116208,0,0.1
116209,0,0.11
116210,0,0.04
116211,0,0.1
116212,0,0.35
116213,0,0.1
116214,0,0.08
116215,0,0.08
116216,0,0.15
116217,0,0.1
116218,0,0.31
116219,0,0.09
116220,0,0.09
116221,0,0.11
116222,0,0.16
116223,0,0.08
116224,0,0.43
116225,0,0.23
116226,0,0.09
116227,0,0.1
116228,0,0.32
116229,0,0.03
116230,0,0.06
116231,0,0.32
116232,0,0.1
116233,0,0.01
116234,0,0.16
116235,0,0.08
116236,0,0.11
116237,0,0.16
116238,0,0.13
116239,0,0.1
116240,0,0.1
116241,0,0.09
116242,0,0.12
116243,0,0.33
116244,0,0.09
116245,0,0.15
116246,0,0.29
116247,0,0.1
116248,0,0.36
116249,0,0.14
116250,0,0.09
116251,0,0.11
116252,0,0.07
116253,0,0.03
116254,0,0.13
116255,0,0.1
116256,0,0.08
116257,0,0.06
116258,0,0.31
116259,0,0.15
116260,0,0.11
116261,0,0.1
116262,0,0.3
116263,0,0.23
116264,0,0.07
116265,0,0.09
116266,0,0.1
116267,0,0.19
116268,0,0.06
116269,0,0.11
116270,0,0.11
116271,0,0.1
116272,0,0.1
116273,0,0.21
116274,0,0.11
116275,0,0.12
116276,0,0.05
116277,0,0.09
116278,0,0.02
116279,0,0.02
116280,0,0.15
116281,0,0.12
116282,0,0.1
116283,0,0.09
116284,0,0.1
116285,0,0.08
116286,0,0.14
116287,0,0.23
116288,0,0.11
116289,0,0.33
116290,0,0.1
116291,0,0.28
116292,0,0.1
116293,0,0.22
116294,0,0.12
116295,0,0.26
116296,0,0.37
116297,0,0.1
116298,0,0.1
116299,0,0.11
116300,0,0.13
116301,0,0.1
116302,0,0.02
116303,0,0.14
116304,0,0.24
116305,0,0.25
116306,0,0.22
116307,0,0.18
116308,0,0.09
116309,0,0.06
116310,0,0.19
116311,0,0.36
116312,0,0.09
116313,0,0.1
116314,0,0.4
116315,0,0.11
116316,0,0.11
116317,0,0.32
116318,0,0.24
116319,0,0.14
116320,0,0.09
116321,0,0.1
116322,0,0.14
116323,0,0.09
116324,0,0.05
116325,0,0.09
116326,0,0.1
116327,0,0.1
116328,0,0.13
116329,0,0.06
116330,0,0.09
116331,0,0.22
116332,0,0.11
116333,0,0.12
116334,0,0.16
116335,1,0.64
116336,0,0.33
116337,0,0.09
116338,0,0.1
116339,0,0.11
116340,1,0.53
116341,0,0.1
116342,0,0.1
116343,0,0.16
116344,0,0.06
116345,1,0.56
116346,0,0.12
116347,0,0.1
116348,0,0.12
116349,0,0.35
116350,0,0.15
116351,0,0.15
116352,0,0.15
116353,0,0.09
116354,0,0.2
116355,0,0.29
116356,0,0.1
116357,0,0.11
116358,0,0.15
116359,0,0.1
116360,0,0.09
116361,0,0.17
116362,0,0.09
116363,0,0.1
116364,0,0.15
116365,0,0.42
116366,0,0.33
116367,0,0.11
116368,0,0.33
116369,0,0.09
116370,0,0.39
116371,0,0.09
116372,0,0.34
116373,0,0.1
116374,0,0.15
116375,0,0.18
116376,0,0.14
116377,0,0.06
116378,0,0.24
116379,0,0.22
116380,0,0.19
116381,0,0.16
116382,0,0.08
116383,0,0.07
116384,0,0.1
116385,0,0.14
116386,0,0.1
116387,0,0.11
116388,0,0.19
116389,0,0.11
116390,0,0.06
116391,0,0.12
116392,0,0.38
116393,0,0.31
116394,0,0.25
116395,0,0.1
116396,0,0.1
116397,0,0.22
116398,0,0.08
116399,0,0.33
116400,0,0.14
116401,0,0.1
116402,0,0.1
116403,0,0.11
116404,0,0.11
116405,0,0.16
116406,0,0.14
116407,0,0.1
116408,0,0.34
116409,0,0.26
116410,0,0.29
116411,0,0.1
116412,0,0.04
116413,0,0.04
116414,0,0.38
116415,0,0.1
116416,0,0.2
116417,0,0.2
116418,0,0.12
116419,0,0.11
116420,0,0.12
116421,0,0.1
116422,0,0.03
116423,0,0.08
116424,0,0.1
116425,0,0.1
116426,0,0.04
116427,0,0.32
116428,0,0.11
116429,0,0.11
116430,0,0.06
116431,0,0.09
116432,0,0.05
116433,0,0.06
116434,0,0.07
116435,0,0.1
116436,0,0.08
116437,0,0.09
116438,0,0.17
116439,0,0.1
116440,0,0.14
116441,0,0.11
116442,0,0.2
116443,0,0.34
116444,0,0.09
116445,0,0.11
116446,0,0.11
116447,0,0.1
116448,0,0.1
116449,0,0.16
116450,0,0.32
116451,0,0.1
116452,0,0.12
116453,0,0.13
116454,0,0.1
116455,0,0.08
116456,0,0.09
116457,0,0.14
116458,0,0.18
116459,0,0.17
116460,0,0.14
116461,0,0.1
116462,0,0.13
116463,0,0.1
116464,0,0.1
116465,0,0.05
116466,0,0.2
116467,0,0.11
116468,0,0.11
116469,0,0.26
116470,0,0.32
116471,0,0.1
116472,0,0.09
116473,0,0.02
116474,0,0.11
116475,0,0.11
116476,0,0.1
116477,0,0.05
116478,0,0.1
116479,0,0.1
116480,0,0.25
116481,0,0.11
116482,0,0.21
116483,0,0.1
116484,0,0.1
116485,0,0.12
116486,0,0.13
116487,0,0.1
116488,0,0.1
116489,0,0.11
116490,0,0.06
116491,0,0.24
116492,0,0.08
116493,0,0.12
116494,0,0.1
116495,0,0.1
116496,0,0.2
116497,0,0.1
116498,0,0.1
116499,0,0.14
116500,0,0.1
116501,0,0.33
116502,0,0.1
116503,0,0.06
116504,0,0.22
116505,0,0.1
116506,0,0.09
116507,0,0.11
116508,0,0.1
116509,0,0.1
116510,0,0.14
116511,0,0.11
116512,0,0.08
116513,0,0.12
116514,0,0.08
116515,0,0.17
116516,0,0.18
116517,0,0.14
116518,0,0.1
116519,0,0.28
116520,0,0.2
116521,0,0.4
116522,0,0.23
116523,0,0.1
116524,0,0.1
116525,0,0.11
116526,0,0.13
116527,0,0.11
116528,0,0.09
116529,0,0.1
116530,0,0.26
116531,0,0.1
116532,0,0.12
116533,0,0.23
116534,0,0.1
116535,0,0.28
116536,0,0.14
116537,0,0.29
116538,0,0.1
116539,0,0.12
116540,0,0.1
116541,0,0.1
116542,0,0.04
116543,0,0.13
116544,0,0.08
116545,0,0.1
116546,0,0.08
116547,0,0.1
116548,0,0.2
116549,0,0.13
116550,0,0.1
116551,0,0.13
116552,0,0.1
116553,0,0.14
116554,0,0.09
116555,0,0.06
116556,0,0.12
116557,0,0.08
116558,0,0.11
116559,0,0.25
116560,0,0.08
116561,0,0.1
116562,0,0.07
116563,0,0.04
116564,0,0.15
116565,0,0.09
116566,0,0.03
116567,0,0.15
116568,0,0.17
116569,0,0.1
116570,0,0.12
116571,0,0.1
116572,0,0.21
116573,0,0.09
116574,0,0.11
116575,0,0.32
116576,0,0.21
116577,0,0.32
116578,0,0.29
116579,0,0.14
116580,0,0.11
116581,0,0.2
116582,0,0.1
116583,0,0.11
116584,0,0.28
116585,0,0.36
116586,0,0.1
116587,0,0.06
116588,0,0.14
116589,0,0.23
116590,0,0.12
116591,0,0.1
116592,0,0.13
116593,0,0.11
116594,0,0.09
116595,0,0.25
116596,0,0.08
116597,0,0.08
116598,0,0.16
116599,0,0.04
116600,0,0.11
116601,0,0.07
116602,0,0.1
116603,0,0.13
116604,0,0.09
116605,0,0.1
116606,0,0.11
116607,0,0.11
116608,0,0.1
116609,0,0.1
116610,0,0.13
116611,0,0.09
116612,0,0.2
116613,0,0.22
116614,0,0.11
116615,0,0.26
116616,0,0.05
116617,0,0.11
116618,0,0.1
116619,0,0.11
116620,0,0.06
116621,0,0.08
116622,0,0.14
116623,0,0.1
116624,0,0.12
116625,0,0.35
116626,0,0.14
116627,0,0.1
116628,0,0.08
116629,0,0.03
116630,0,0.12
116631,0,0.11
116632,0,0.28
116633,0,0.1
116634,0,0.09
116635,0,0.1
116636,0,0.09
116637,0,0.15
116638,0,0.13
116639,0,0.09
116640,0,0.1
116641,0,0.13
116642,0,0.29
116643,0,0.14
116644,0,0.11
116645,0,0.08
116646,0,0.08
116647,0,0.06
116648,0,0.03
116649,0,0.11
116650,0,0.1
116651,0,0.04
116652,0,0.07
116653,0,0.33
116654,0,0.13
116655,0,0.12
116656,0,0.02
116657,0,0.04
116658,0,0.02
116659,0,0.1
116660,0,0.27
116661,0,0.09
116662,0,0.11
116663,0,0.21
116664,0,0.05
116665,0,0.08
116666,0,0.08
116667,0,0.1
116668,0,0.12
116669,0,0.08
116670,0,0.1
116671,0,0.19
116672,0,0.06
116673,0,0.07
116674,0,0.14
116675,0,0.1
116676,0,0.13
116677,0,0.28
116678,0,0.03
116679,0,0.1
116680,0,0.11
116681,0,0.1
116682,0,0.09
116683,0,0.12
116684,0,0.18
116685,0,0.1
116686,0,0.32
116687,0,0.13
116688,0,0.16
116689,0,0.03
116690,0,0.11
116691,0,0.02
116692,0,0.1
116693,0,0.11
116694,0,0.05
116695,0,0.29
116696,0,0.11
116697,0,0.16
116698,0,0.11
116699,0,0.1
116700,0,0.31
116701,0,0.1
116702,0,0.09
116703,0,0.09
116704,0,0.02
116705,0,0.11
116706,0,0.1
116707,0,0.32
116708,0,0.05
116709,0,0.49
116710,0,0.15
116711,0,0.09
116712,0,0.35
116713,0,0.34
116714,0,0.05
116715,0,0.19
116716,0,0.26
116717,0,0.03
116718,0,0.11
116719,0,0.09
116720,0,0.12
116721,0,0.13
116722,0,0.14
116723,0,0.11
116724,0,0.1
116725,0,0.12
116726,0,0.09
116727,0,0.12
116728,0,0.16
116729,0,0.14
116730,0,0.17
116731,0,0.15
116732,0,0.19
116733,0,0.35
116734,0,0.06
116735,0,0.33
116736,0,0.13
116737,0,0.09
116738,0,0.11
116739,0,0.08
116740,0,0.11
116741,0,0.19
116742,0,0.09
116743,0,0.11
116744,0,0.13
116745,0,0.12
116746,0,0.31
116747,0,0.08
116748,0,0.21
116749,0,0.3
116750,0,0.09
116751,0,0.13
116752,0,0.09
116753,0,0.09
116754,0,0.28
116755,0,0.3
116756,0,0.06
116757,0,0.08
116758,0,0.1
116759,0,0.14
116760,0,0.16
116761,0,0.12
116762,0,0.09
116763,0,0.13
116764,0,0.09
116765,0,0.28
116766,0,0.1
116767,0,0.1
116768,0,0.13
116769,0,0.12
116770,0,0.2
116771,0,0.09
116772,0,0.19
116773,0,0.31
116774,0,0.02
116775,0,0.1
116776,0,0.16
116777,0,0.13
116778,0,0.16
116779,0,0.25
116780,0,0.08
116781,0,0.1
116782,0,0.06
116783,0,0.13
116784,0,0.14
116785,0,0.13
116786,0,0.03
116787,0,0.13
116788,0,0.11
116789,0,0.07
116790,0,0.1
116791,0,0.07
116792,0,0.07
116793,0,0.07
116794,0,0.24
116795,0,0.08
116796,0,0.09
116797,0,0.11
116798,0,0.11
116799,0,0.13
116800,0,0.09
116801,0,0.1
116802,0,0.33
116803,0,0.31
116804,0,0.25
116805,0,0.17
116806,0,0.05
116807,0,0.06
116808,0,0.26
116809,0,0.1
116810,0,0.11
116811,0,0.11
116812,0,0.16
116813,0,0.15
116814,0,0.11
116815,0,0.11
116816,0,0.17
116817,0,0.22
116818,0,0.12
116819,0,0.35
116820,0,0.13
116821,0,0.1
116822,0,0.17
116823,0,0.13
116824,0,0.09
116825,0,0.09
116826,0,0.18
116827,0,0.19
116828,0,0.03
116829,0,0.26
116830,0,0.09
116831,0,0.1
116832,0,0.09
116833,0,0.14
116834,0,0.13
116835,0,0.42
116836,0,0.04
116837,0,0.07
116838,0,0.08
116839,0,0.03
116840,0,0.12
116841,0,0.08
116842,0,0.05
116843,0,0.2
116844,0,0.09
116845,0,0.1
116846,0,0.15
116847,0,0.16
116848,0,0.12
116849,0,0.04
116850,0,0.08
116851,0,0.1
116852,0,0.26
116853,0,0.23
116854,0,0.09
116855,0,0.07
116856,0,0.1
116857,0,0.14
116858,0,0.27
116859,0,0.3
116860,0,0.06
116861,0,0.11
116862,0,0.23
116863,0,0.09
116864,0,0.08
116865,0,0.1
116866,0,0.15
116867,0,0.3
116868,0,0.1
116869,0,0.09
116870,0,0.1
116871,0,0.11
116872,0,0.39
116873,0,0.08
116874,0,0.07
116875,0,0.1
116876,0,0.15
116877,0,0.13
116878,0,0.14
116879,0,0.1
116880,0,0.08
116881,0,0.21
116882,0,0.09
116883,0,0.38
116884,0,0.1
116885,0,0.08
116886,0,0.17
116887,0,0.08
116888,0,0.15
116889,0,0.21
116890,0,0.31
116891,0,0.1
116892,0,0.11
116893,0,0.12
116894,0,0.1
116895,0,0.11
116896,0,0.12
116897,0,0.35
116898,0,0.1
116899,0,0.12
116900,0,0.15
116901,0,0.1
116902,0,0.12
116903,0,0.17
116904,0,0.11
116905,0,0.09
116906,0,0.13
116907,0,0.33
116908,0,0.1
116909,0,0.12
116910,0,0.13
116911,0,0.09
116912,0,0.1
116913,0,0.08
116914,0,0.1
116915,0,0.1
116916,0,0.2
116917,0,0.15
116918,0,0.09
116919,0,0.05
116920,0,0.17
116921,0,0.2
116922,0,0.1
116923,0,0.26
116924,0,0.09
116925,0,0.17
116926,0,0.15
116927,0,0.15
116928,0,0.08
116929,0,0.15
116930,0,0.11
116931,0,0.2
116932,0,0.15
116933,0,0.07
116934,0,0.14
116935,0,0.08
116936,0,0.11
116937,0,0.11
116938,0,0.03
116939,0,0.03
116940,0,0.11
116941,0,0.07
116942,0,0.12
116943,0,0.12
116944,0,0.1
116945,0,0.09
116946,0,0.19
116947,0,0.1
116948,0,0.15
116949,0,0.15
116950,0,0.08
116951,0,0.12
116952,0,0.08
116953,0,0.16
116954,0,0.3
116955,0,0.08
116956,0,0.11
116957,0,0.13
116958,0,0.1
116959,0,0.09
116960,0,0.11
116961,0,0.08
116962,0,0.09
116963,0,0.09
116964,0,0.1
116965,0,0.14
116966,0,0.28
116967,0,0.18
116968,0,0.39
116969,0,0.19
116970,0,0.1
116971,0,0.15
116972,0,0.1
116973,0,0.35
116974,0,0.1
116975,0,0.11
116976,0,0.18
116977,0,0.06
116978,0,0.09
116979,0,0.13
116980,0,0.1
116981,0,0.09
116982,0,0.03
116983,0,0.09
116984,0,0.1
116985,0,0.1
116986,0,0.02
116987,0,0.23
116988,0,0.37
116989,0,0.1
116990,0,0.11
116991,0,0.09
116992,0,0.1
116993,0,0.22
116994,0,0.21
116995,0,0.18
116996,0,0.1
116997,0,0.34
116998,0,0.11
116999,0,0.45
117000,0,0.17
117001,0,0.15
117002,0,0.2
117003,0,0.1
117004,0,0.09
117005,0,0.01
117006,0,0.31
117007,0,0.34
117008,0,0.08
117009,0,0.07
117010,0,0.12
117011,0,0.1
117012,0,0.1
117013,0,0.09
117014,0,0.13
117015,0,0.11
117016,0,0.12
117017,0,0.1
117018,0,0.2
117019,0,0.17
117020,0,0.11
117021,0,0.34
117022,0,0.12
117023,0,0.13
117024,0,0.33
117025,0,0.08
117026,0,0.15
117027,0,0.31
117028,0,0.11
117029,0,0.18
117030,0,0.11
117031,0,0.26
117032,0,0.23
117033,0,0.15
117034,0,0.1
117035,0,0.08
117036,0,0.09
117037,0,0.1
117038,0,0.09
117039,0,0.35
117040,0,0.11
117041,0,0.1
117042,0,0.11
117043,0,0.12
117044,0,0.1
117045,0,0.31
117046,0,0.13
117047,0,0.09
117048,0,0.11
117049,0,0.09
117050,0,0.14
117051,0,0.11
117052,0,0.14
